Income,LoanAmountRequest,CreditScore,NoofDefaults,PropertyPrice,CLA,PropertyType,PropertyAge,LSA
2785.47,71290.64,819.11,0,89406.93,321.51,2,2785.47,57032.51
2178.4,121942.99,750.74,0,168130.72,410.29,4,1808.73,97554.39
1808.73,65026.22,673.3,0,108375.46,301.35,3,1808.73,42267.04
4043.86,196721.35,716.62,0,279017.85,614.6,1,4043.86,137704.94
1967.26,110330.44,795.62,1,179519.26,478.71,1,1967.26,82747.83
5486.3,35648.1,680.44,0,48993.46,387.31,3,5486.3,23171.26
4740.91,358638.05,716.93,0,651320.72,923.86,1,4740.91,251046.63
4044.91,42467.43,715.4,1,67090.84,140.45,4,4044.91,29727.2
3125.13,57624.93,806.62,0,99367.31,300.38,2,3125.13,46099.94
1893.4,94544.24,823.54,0,138218.53,241.61,4,1893.4,75635.39
1938.73,123198.53,764.1,1,163502.25,389,3,1938.73,0
3158.36,168518.99,770.08,0,274063.15,705.89,4,3158.36,117963.29
1262.75,54198.68,718.22,1,63116.64,255.86,3,1262.75,37939.08
2179.88,14568.24,653.34,0,21571.14,159.25,3,2179.88,10197.77
1396.82,50598.84,779.01,0,77380.44,247.2,3,1396.82,35419.19
2752.43,40633.91,750.49,0,73121.13,323.12,3,2752.43,32507.13
2025.2,34767.55,813.83,0,38312.09,389.13,4,2025.2,27814.04
4152.23,70075.75,635.12,0,96943.59,370.09,4,4152.23,0
3492.14,128146.38,661.28,0,215487.03,550.21,2,3492.14,89702.47
1382.13,35572.6,779.12,0,43691.09,189,1,1382.13,24900.82
2078.69,29721.97,683.36,0,-999,176.28,2,2078.69,20805.38
4145.83,31192.18,680.01,0,41249.22,356.36,3,4145.83,21834.53
1305.15,102688.22,772.5,0,192029.08,302.27,3,1305.15,82150.58
2078.69,49338.43,684.44,0,56965.56,250.11,3,4091.95,32069.98
4145.83,130927.11,635.56,0,219792.24,405.46,4,4091.95,91648.98
4091.95,70291.02,714.09,1,121666.3,425.96,4,4091.95,0
2078.69,55315.04,830.18,0,77929.32,319.8,4,1903.53,38720.53
1903.53,60604.79,612.73,0,76419.13,253.77,3,1903.53,0
2757.26,121645.95,747.6,0,167939,659.97,4,2757.26,79069.87
1209.45,70635.6,747.84,1,112666.53,683.53,4,1209.45,49444.92
1946.56,50276.48,754.21,0,70569.36,241.67,2,1946.56,40221.18
962.92,8609.27,592.39,0,12724.19,66.47,3,962.92,0
1209.45,35355.23,680.44,0,44578.65,206.48,2,2357.66,24748.66
2357.66,101902.02,589.74,0,188379.92,795.95,4,2357.66,0
1749.85,147318.64,734.51,1,208898.29,507.71,1,1749.85,95757.12
1982.61,105621.26,622.87,0,134092.39,446.33,3,1982.61,0
4405.14,156594.98,727.04,0,267512.26,871.17,4,4405.14,101786.74
1555.39,27170.62,712.32,0,36119.48,304.16,2,1555.39,17660.9
1658.89,40255.53,719,0,65655.4,330.43,1,1658.89,0
1696.11,31665.17,718.22,0,47932.92,154.53,2,1696.11,20582.36
3346.85,53469.54,637.19,1,78600.43,465.57,4,3346.85,0
1044.81,110535.31,676.69,0,137701.33,367.9,2,1044.81,71847.95
1759.01,101130.53,649.06,0,141562.28,277.41,3,1759.01,0
1654.24,25822.77,683.55,0,39780.03,135.65,2,1654.24,0
2182.2,83630.34,660.25,0,130759.81,326.79,3,2182.2,58541.24
3378.66,115113.54,712.08,0,194449.74,662.55,4,3378.66,80579.48
1621.9,27400.67,799.75,0,32523.84,277.64,1,1621.9,21920.54
2543.56,47828.1,705.44,0,70942.54,372.58,4,2543.56,0
2370.54,81867.61,663.94,0,143046.75,394.13,4,2370.54,53213.95
1602.9,122679.27,727,0,231074.63,411.95,2,1602.9,79741.53
3421.6,61943.18,650.5,0,69583,322.47,2,3421.6,40263.07
4240.94,68777.17,681.48,1,110533.01,412.2,1,4240.94,0
2886.13,63480.74,714.09,0,104255.51,395.58,4,2886.13,50784.59
3530.55,28342.75,675.96,1,45778.03,125.33,3,3530.55,19839.92
2670.35,97829.21,753.86,0,183894.44,299.46,2,2670.35,68480.45
2024.65,197881.09,843.68,1,255910.4,496.71,4,2024.65,158304.87
3715.25,109309.71,852.03,0,133812.02,514.57,2,3715.25,76516.8
1651.77,65336.39,733.64,1,109697.41,395.76,1,1651.77,45735.47
1036,55147.09,747.66,0,62355.89,258.24,2,1036,38602.96
1858.17,21747.7,764.66,1,29331.56,213.22,4,1858.17,15223.39
1216.99,19090.98,671.63,0,29728.28,124.76,1,1216.99,13363.69
1552.16,76590.56,699.57,0,121619.53,341.5,2,1552.16,49783.86
2717.18,147434.89,763.28,1,200830.37,377.62,1,2717.18,117947.91
3812.49,68801.87,844.1,0,120000.15,673.51,1,3812.49,51601.4
1800.51,73804.43,708.94,0,124406.51,409.99,1,1800.51,47972.88
1375.43,90716.14,848.17,0,106796.57,439.89,2,1375.43,68037.1
5531.39,99108.77,718.22,0,151774.47,639.71,2,5531.39,74331.58
2235.28,90256,597.46,1,160704.58,494.18,3,2235.28,0
1244.28,38712.71,826.18,0,67073.51,386.18,3,1244.28,30970.17
2639.8,62521.8,775.4,0,87872.36,212.95,1,2639.8,50017.44
1284.17,42028.74,709.65,0,54262.14,204.48,3,1284.17,29420.12
1736.57,159581.8,702.15,0,194341.36,439.87,2,1736.57,103728.17
2639.8,24984.9,734.19,0,46449.53,199.38,1,4042.02,17489.43
4042.02,248477.38,787.98,0,336370.73,1040.14,1,4042.02,0
1848.12,74406.86,597.05,0,106420.27,653.45,4,1848.12,0
2154.92,144424.2,678.31,0,236717.05,673.88,1,2154.92,101096.94
4042.02,24524.76,617.32,1,31115.82,140.96,1,2671.73,0
2671.73,95870.78,704.86,0,152985.61,469.47,4,2671.73,62316.01
1584.12,69093.32,776.44,0,89399.38,297.53,1,1584.12,0
4042.02,74914.11,707.61,0,132711.32,205.89,2,1639.29,48694.17
2671.73,20441.24,792.3,0,38230.51,93.29,4,1639.29,14308.87
1639.29,39913.19,739.93,1,54649.77,188.3,2,1639.29,27939.23
3208.43,25187.14,747.78,0,35999.5,133.34,4,3208.43,16371.64
6178.76,176818.84,823.7,0,327013.65,803.01,1,6178.76,132614.13
1822.26,36826.24,756.03,0,44948.88,350.51,2,1822.26,29460.99
3494.69,68925.34,866.67,0,97793.42,313.48,1,3494.69,62032.81
6178.76,42794.33,764.66,0,75611.56,212.71,2,2769.61,27816.31
2769.61,62066.38,717,0,68831.27,320.68,1,2769.61,43446.47
2456.44,123580.23,858.19,0,155741.21,415.75,3,2456.44,86506.16
1744.66,33328.62,819.24,0,38045.93,179.16,3,1744.66,23330.03
2723.01,174704.27,685.37,1,219904.42,488.58,3,2723.01,122292.99
1623.67,89559.71,615.33,0,137886.87,389.77,2,1623.67,0
1673.19,38538.37,691.77,0,56272.32,199.47,4,1673.19,25049.94
2662.75,122333.38,768.72,1,139201.71,343.38,4,2662.75,0
2950.28,47955.47,791.89,0,-999,260.72,3,2950.28,35966.6
1359.69,92977.95,721.67,1,149033.93,309.11,4,1359.69,60435.67
2489.9,39179.74,619.08,0,62377.87,397.44,4,2489.9,0
1010.62,19898.63,708.87,0,26544.28,105.81,4,1010.62,13929.04
2502.21,33787.77,672.77,0,41334.92,328.67,4,2502.21,21962.05
1586.4,64711,759.57,1,86540.43,273.93,4,1586.4,0
1238.31,18610.62,658.47,0,25794.55,159.28,4,1238.31,0
1638.84,115366.4,777.62,0,164102.55,369.84,2,1638.84,92293.12
1190.71,73102.99,692.99,0,90139.53,338.13,4,1190.71,51172.09
2000.1,153295.94,669.54,0,218471.44,653.8,4,2000.1,99642.36
1638.84,131163.48,769.6,0,240780.27,660.91,2,1893.22,91814.44
1893.22,131454.65,603.55,0,210966.45,426.71,3,1893.22,0
2473.64,160156.27,792.16,0,186469.02,737.91,4,2473.64,128125.02
2804.05,180195.67,794.3,0,205564.43,494.12,2,2804.05,126136.97
2032.14,66920.31,667.27,0,78627.34,350.21,2,2032.14,46844.22
3054.85,177964.6,724.52,0,315498.74,707.64,1,3054.85,0
1395.61,15521.72,862.6,1,25953.18,149.21,4,1395.61,12417.38
2975.37,43950.32,698.28,0,82480.26,486.52,1,2975.37,28567.71
3054.85,167704.02,832.24,0,299973.17,439.49,4,2328.2,134163.22
2328.2,68605.89,770.25,0,86313.79,206.03,1,2328.2,48024.12
1372.55,37808.76,717,1,45821.67,220.56,3,1372.55,24575.69
3326.09,147390.58,788.82,0,243739.28,623.42,4,3326.09,117912.46
1827.57,77188.97,611.14,0,85793.62,476.75,2,1827.57,0
2875.18,196459.38,715.45,0,343543.8,688.33,4,2875.18,137521.57
2127.15,43931.7,739.72,0,66872.81,305.72,3,2127.15,0
3903.89,74467.24,824.15,0,121723.64,616.94,1,3903.89,52127.07
2741.13,130006.42,768.72,0,176575.24,749.46,3,2741.13,104005.14
1159.14,15779.44,714.27,1,26103.45,96.41,3,1159.14,0
1930.1,120864.65,680.45,0,159452.1,383.09,2,1930.1,84605.25
2741.13,39906.55,676.87,0,63046.73,451.3,1,1986.25,27934.58
1986.25,40848.69,642.81,0,65325.59,182.91,4,1986.25,0
1930.1,66014.8,753.93,0,97507.55,320.36,3,1043.99,49511.1
1043.99,119093.32,733.29,0,158403.55,335.49,4,1043.99,0
1615.53,159292.16,759.49,0,237708.06,807.42,1,1615.53,111504.51
1399.76,38165.72,835.96,0,55521.4,195.12,4,1399.76,28624.29
1986.56,124690.29,849.16,0,215712.66,559.24,2,1986.56,99752.23
2341.3,91413.99,778.17,0,110051.5,389.71,1,2341.3,0
3138.56,38524.09,694.3,0,65027.47,266.34,2,3138.56,25040.66
2605.61,236585.19,845.07,0,319638.27,591.51,4,2605.61,189268.15
1390.91,24530.39,782.9,0,45564.16,134.32,3,1390.91,18397.79
3138.56,97302.3,625.68,0,160020.67,402.68,1,2799.28,0
2799.28,99228.46,678.19,0,129852.31,437.21,2,2799.28,0
1890.6,63262.27,817.73,0,99496.52,302.92,2,1890.6,44283.59
2984.49,113255.96,716.98,0,187487.25,579.23,4,2984.49,79279.17
3519,213605.1,740.05,1,295373.59,288.08,1,3519,138843.32
1890.6,149080.34,825.35,0,216470.74,679.57,3,3465.68,119264.27
3465.68,130439.22,861.62,0,155810.76,372.49,2,3465.68,91307.45
2477.12,113259.18,712.14,0,161160.91,501.61,1,2477.12,79281.43
2279.71,64129.65,653.41,0,93107.61,190.95,2,2279.71,41684.27
1711.39,33337.19,645.77,0,55176.55,296.09,1,1711.39,0
2477.12,62143.94,714.29,0,114151.8,457.45,4,4395.05,43500.76
4395.05,150457.44,829.31,1,261368.41,786.36,3,4395.05,120365.95
2283.06,76085.38,805.22,0,84349.37,492.09,1,2283.06,60868.3
3378.93,59108.18,842.81,0,100008.83,349.07,1,3378.93,47286.54
4395.05,33102,714.27,0,61087.7,279.75,3,1874.31,24826.5
1874.31,140392.42,692.02,0,208080.45,414.51,4,1874.31,98274.69
1290.87,98750.09,824.66,1,141365.98,293.74,3,1290.87,79000.07
1723.95,94514.57,748.63,0,159727.15,508.56,4,1723.95,0
930.17,35983.19,686.35,0,65109.96,363.87,2,930.17,23389.07
1718.61,79694.75,744.7,0,105754.5,271.74,3,1718.61,0
2074.16,121266.49,714.09,1,149377.15,370.45,3,2074.16,84886.54
3194.26,29015,584.36,0,52631.57,255.35,4,3194.26,0
3185.42,179890.02,694.53,0,201973.48,546.79,1,3185.42,0
1334.27,108562.86,663.46,0,119786.93,356.09,1,1334.27,70565.86
2172.31,63642.51,841.67,0,102119.7,325.45,1,2172.31,47731.88
3149.7,73613.64,712.33,0,128257.66,401.54,2,3149.7,51529.55
1772.16,58859.56,630.86,0,107668.28,354.15,4,1772.16,0
2719.86,89427.43,655.36,1,114119.81,396.39,3,2719.86,62599.2
1566.59,26472.6,585.17,0,38756.62,128,3,1566.59,0
4223,61922.03,782.13,0,70014.47,478.46,4,4223,49537.62
1526.71,121976.66,603.07,0,197072.85,322.88,4,1526.71,0
1197.48,67378.27,675.15,0,74642.13,656.42,2,1197.48,0
4247.69,70150.22,726.26,0,95891.44,560.55,2,4247.69,45597.64
2059.17,31129.68,788.13,0,43733.82,157.8,3,2059.17,21790.78
2029.25,11600.36,679.97,0,15340.09,125.64,1,2029.25,8120.25
1566.96,43985.24,833.2,0,57522.42,187.24,2,1566.96,35188.19
1374.68,69572.54,822.04,0,104632.49,357.55,3,1374.68,52179.4
2162,207124.54,655.92,0,260161.48,593.12,4,2162,134630.95
1566.96,116009.3,651.02,1,136082.24,364.46,1,1711.49,75406.04
1711.49,86376.46,599.83,1,123370.74,473.56,1,1711.49,0
2162,161171.93,838.71,0,259774.73,743.81,4,2579.76,120878.95
2579.76,77148.91,638.81,0,101218.77,362.91,3,2579.76,0
2706.43,75819.25,807.43,0,129007.92,468.17,1,2706.43,53073.48
2162,7633.06,824.66,1,8658.87,82.88,4,2185.8,6106.45
2185.8,25728.33,667.37,0,30682.1,184.9,3,2185.8,18009.83
2832.64,38991.57,817.21,0,-999,345.53,4,2832.64,27294.1
4031.88,31331.29,802.59,0,34863.03,157.16,3,4031.88,0
1352.24,39271,766.62,0,57957.38,170.01,4,1352.24,29453.25
2807.64,53962.16,766.93,0,72731.02,343.79,4,2807.64,40471.62
1720.6,113383.66,690.36,0,188325.16,749.68,4,1720.6,79368.56
1237.77,36780.06,704.94,1,42871.96,201.55,4,1237.77,0
2745.81,25720.28,652.41,1,36905.21,127.16,3,2745.81,16718.18
3911.91,174042.69,780.17,0,285250.32,619.27,4,3911.91,139234.15
1580.65,25271.04,809.74,0,31988.39,133.4,1,1580.65,18953.28
1019.38,34765.17,618.61,1,49047.46,340.11,4,1019.38,0
1674.66,20909.3,855.3,0,32460.19,124.44,3,1674.66,15681.97
3675.16,18775.4,771.18,1,30014.82,186.71,1,3675.16,13142.78
4844.49,88769.77,868.75,0,114912.12,319.68,1,4844.49,62138.84
2433.08,140984.52,723.24,0,202319.14,532.14,3,2433.08,91639.94
3099.04,172754.74,765.28,0,191254.82,225.57,3,3099.04,138203.79
2743.18,206083.85,843.07,0,354417.72,859.77,2,2743.18,154562.89
3460.31,59957.14,738.37,0,73966,344.24,2,3460.31,41970
4587.62,124793.65,831.7,1,233619.72,635.6,3,4587.62,0
1286.34,77925.83,778.49,0,125933.3,282.11,3,1286.34,62340.66
5656.37,130942.91,754.92,0,185120.4,455.17,3,5656.37,98207.18
6162.99,145305.53,828.18,0,233981.98,780.07,1,6162.99,0
2586.89,61046.07,736.97,1,107749.95,314.84,2,2586.89,0
1970.12,24721.28,651.84,0,34559.34,134.3,2,1970.12,16068.83
2909.45,107935.41,667.8,0,182363.84,623.08,1,2909.45,70158.02
2586.89,52475.51,784.74,0,63143.88,256.99,1,1552.67,36732.86
1552.67,94664.03,737.99,0,166942.56,287.56,3,1552.67,66264.82
3066.83,40425.57,625.43,1,44791.3,354.57,4,3066.83,0
4354,111259.55,722.52,0,143540.63,433.73,3,4354,72318.71
1615.96,58225.64,699.29,0,99128.48,367.11,3,1615.96,37846.67
3350.51,103828.45,751.4,0,127483.72,759.38,3,3350.51,72679.91
1897.32,37053.59,759.48,0,58533.72,202.14,4,1897.32,29642.87
1615.96,139652.2,684.15,0,256148.81,392.97,2,1447.48,97756.54
1447.48,37881.45,704.94,0,42406.71,159.7,1,1447.48,26517.01
1713.89,80124.97,751.29,0,116227.61,360.55,4,1713.89,60093.73
3504.03,217462.06,870.8,0,269663.35,568.52,2,3504.03,173969.65
1411.03,34870.3,739.85,1,58807.99,291.15,1,1411.03,-999
1409.76,41399.3,618.61,1,77881.39,250.92,1,1409.76,31049.48
1987.28,84933.79,801.86,0,104542.73,341.25,2,1987.28,63700.34
1233.03,62025.63,808.01,1,97788.93,306.04,3,1233.03,0
1672.59,28707.6,757.35,0,47259.62,167.3,1,1672.59,22966.08
4478.59,27069.37,753.28,1,43950.65,275.32,1,4478.59,20302.03
3049.29,216042.07,828.23,0,330248.73,737.51,4,3049.29,0
1688.5,68461.36,696.32,0,79133.39,323.25,2,1688.5,47922.95
1971.32,19889,649.48,0,27703.07,203.49,1,1971.32,0
3049.29,169086.8,698.03,0,220442.31,1222.23,1,1518.49,118360.76
1518.49,122967.93,811.45,1,171923.4,335.4,1,1518.49,92225.95
2547.57,105846,633.07,0,127866.05,279.28,2,2547.57,0
3049.29,208286.94,802.98,0,372920.84,800.48,4,2777.79,104005.14
2777.79,43572.31,747.16,0,75991.87,174.92,4,2777.79,0
3396.18,64014.12,870.55,1,104254.66,346.1,1,3396.18,48010.59
2052.51,141480.36,815.86,0,252028.64,488.92,2,2052.51,0
3230.17,124737.69,615.18,0,218171.4,669.04,2,3230.17,0
3161.15,114904.46,868.78,0,170566.91,381.56,3,3161.15,91923.57
1052.6,14077.93,637.08,0,20815.46,172.79,2,1052.6,0
1774.99,37804.25,641.7,0,70293.34,247.04,1,1774.99,0
3161.15,54537.36,815.25,0,90044.43,268.96,3,2257.4,40903.02
1052.6,169024.38,760.41,0,199226.51,702,1,2257.4,118317.07
1774.99,57247.56,788,0,64679.19,593.39,3,2257.4,45798.05
2257.4,27924.78,677.77,0,48899.06,133.1,1,2257.4,18151.11
3531.86,270612.73,747.39,0,460061.5,748.9,1,3531.86,0
3356.41,147945.77,843.89,0,189222.59,471.4,1,3356.41,0
2256.49,200971.7,809.59,0,287983.73,544.26,3,2256.49,150728.78
1760.72,27606.01,838.14,0,39042.59,126.96,1,1760.72,19324.21
1533.31,80673.88,693.18,1,140478.12,383.21,1,1533.31,56471.72
2055.8,44208.09,864.76,0,63435.8,179.55,3,2055.8,30945.66
1619.91,80140.25,785.19,0,144704.33,467.74,2,1619.91,60105.19
1533.31,83964.43,712.8,0,148898.75,335.08,1,2024,58775.1
2024,34529.46,637.46,0,60314.06,238.68,1,2024,0
2747.51,35412.59,644.84,1,51266.34,409.9,3,2747.51,0
1729.14,29680.6,781.58,0,38339.82,308.73,2,1729.14,0
2024,39054.84,642.28,0,64117.24,195.57,2,2374.7,0
2374.7,33956.79,756.95,0,59691.09,340.84,2,2374.7,23769.75
1287.14,40536.21,803.69,0,59763.9,209.18,2,1287.14,30402.16
2992.25,40676.45,637.66,0,64163.67,258.03,1,2992.25,0
1883.37,50256.39,674.19,0,72191.43,375.04,4,1883.37,35179.47
1312.94,83692.1,820.44,1,140103.45,254.87,4,1312.94,62769.08
4133.53,222114.49,870.55,0,256227.27,622.47,4,4133.53,155480.14
4503.77,40370.81,823.8,0,68189.11,178.69,3,4503.77,0
642.48,39300.42,701.24,1,58066.23,236,2,642.48,0
4133.53,21058.01,692.67,0,34087.37,117.05,1,2198.6,14740.61
4503.77,42202.68,817.64,1,66793.58,439.49,1,2198.6,29541.88
2198.6,55790.51,808.28,0,81220.27,173.5,3,2198.6,0
3504.66,129135.9,630.85,0,208836.75,764.07,2,3504.66,0
1728.82,40530.56,731.95,0,70583.99,194.88,2,1728.82,26344.86
1828.45,84361.14,760.96,0,140106.82,496.14,2,1828.45,63270.86
1160.1,106024.12,767.25,0,124430.4,413.33,3,1160.1,74216.88
2458.78,113573.56,656.01,0,143830.29,406.8,4,2458.78,73822.81
4180.68,31900.97,843.89,0,60572.23,372.61,2,4180.68,22330.68
1522.23,48403.73,746.23,0,86595.19,294.69,4,1522.23,0
2029.19,229645.98,839.68,0,411739.26,615.81,2,2029.19,160752.19
1655.22,35821.75,786.46,0,65717.87,257.87,3,1655.22,0
1880.25,37905.54,875.84,0,42026.54,347.98,2,1880.25,28429.16
2629.59,142933.15,734.64,1,263822.24,583.16,1,2629.59,92906.55
3116.11,152699.51,659.84,1,199880.41,751.78,2,3116.11,0
6343.17,75517.18,666.37,0,103596.69,363.95,3,6343.17,52862.03
2629.59,117884.68,698.95,0,131222.99,374.21,1,2122.19,82519.28
2122.19,12380.33,715.84,0,14063.48,99.38,2,2122.19,8047.21
1749.56,155928.64,871.95,1,283623.35,490.25,3,1749.56,109150.05
3509.51,157982.79,858.46,0,211754.52,1029.11,1,3509.51,110587.95
2674.62,187052.54,699.31,0,322682.64,587.96,3,2674.62,121584.15
3176.19,44853.1,645.02,0,56084.97,292.28,3,3176.19,0
1936.73,96274.55,820.44,0,180490.84,284.97,2,1936.73,77019.64
2339.03,86435.25,687.06,0,150609.71,439.37,1,2339.03,0
1231.12,30095.71,729.49,1,42119.51,131.61,1,1231.12,19562.21
4227.85,126366.3,783.1,1,233813.86,603.74,2,4227.85,0
2339.03,111990.54,722.66,0,182892.08,385.27,4,4548.37,78393.38
4548.37,26223.76,775.37,1,40755.83,141.14,1,4548.37,18356.63
1448.88,34954.5,730.15,0,61101.1,327.66,2,1448.88,24468.15
2339.03,165412.04,656.48,0,272666.66,852.08,1,2503.04,107517.83
2503.04,50622.88,787.58,0,90523.31,317.35,4,2503.04,37967.16
1448.88,142519.73,873.94,1,202369.75,805.65,2,4839.97,106889.8
4839.97,56318.87,747.27,1,77981.34,263.47,2,4839.97,39423.21
1270,31420.85,731.02,0,40713.95,149.82,3,1270,20423.55
1448.88,140858.75,878.8,0,264143.95,662.99,2,2295.3,112687
2295.3,61428.69,614.5,0,92915.54,364.17,3,2295.3,0
2120.58,40030.82,694.2,0,65020.18,264.46,1,2120.58,0
945.97,38668.39,714.64,0,68821.86,202.55,1,945.97,27067.87
2864.42,121048.29,657.92,0,178654.92,462.52,3,2864.42,84733.8
2120.58,93047.68,658.93,0,110348.58,434.84,1,3363.94,60480.99
3363.94,104081.62,662.37,0,190780.49,287.5,2,3363.94,0
2479.52,43043.69,751.21,0,62458.23,202.6,3,2479.52,34434.95
2120.58,108206.64,606.2,0,186292.23,594.73,1,2446.67,0
2446.67,89296.61,841.21,0,137400.59,461.59,1,2446.67,71437.29
2443.33,150169.4,654.69,0,255397.65,438.57,4,2443.33,97610.11
3287.19,31393.04,640.42,0,55083.89,195.77,4,3287.19,0
1529.47,113020.87,795.85,0,189994.14,452.42,3,1529.47,79114.61
2384.42,75024.03,821.86,0,120392.83,345.17,4,2384.42,60019.22
4529.77,113998.46,778.87,0,209013.58,406.62,1,4529.77,0
1252.86,41130.17,858.12,0,77484.7,245.85,2,1252.86,32904.14
2384.42,37204.68,678.78,0,68090.13,174.3,2,3532.52,26043.28
3532.52,175755.16,782.74,0,309476.34,717.92,1,3532.52,131816.37
2241.74,87215.73,643.36,0,142463.95,455.99,3,2241.74,0
2279.21,32290.5,730.07,0,51138.32,332.71,3,2279.21,0
2260.77,173337.52,747.88,0,247533.92,675.71,3,2260.77,112669.39
2287.57,41533.84,855.08,0,71375.26,244.93,3,2287.57,31150.38
2279.21,112476.51,833.61,0,150966.73,372.52,4,5003.7,84357.38
5003.7,169619.76,642.54,0,225567.92,670.86,2,5003.7,-999
1520.34,43344.29,745.6,0,57064.37,213.6,4,1520.34,0
1608.79,141767.21,791.58,0,224266.31,390.39,3,1608.79,99237.05
2014.14,102161.11,628.55,0,143193.32,521.79,1,2014.14,0
3806.11,39423.15,728.98,0,54516.73,306.98,3,3806.11,25625.05
2621.36,171797.37,809.16,0,281384.51,671.48,4,2621.36,0
2767.41,74012.56,860.79,0,95608.66,375.09,2,2767.41,51808.79
3806.11,41017.39,780.07,0,72721.14,197.01,3,3875.21,28712.17
3875.21,212338.7,829.2,0,354619.85,873.17,2,3875.21,148637.09
2767.41,38914.78,872.64,0,71959.23,185.59,3,985.63,27240.35
985.63,29510.87,746.29,1,34761.97,307.97,4,985.63,19182.07
935.65,28313.76,662.03,1,50629.84,137.38,3,935.65,0
2767.41,30691.76,708.17,0,56103.35,311.23,1,3129.62,19949.64
3129.62,175419.66,656.35,0,318273.74,557.25,4,3129.62,122793.76
4359.25,44465.36,771.11,0,57804.27,241.79,1,4359.25,0
3814.85,135723.16,706.13,0,208850.06,760.58,1,3814.85,88220.05
3129.62,35980.1,781.66,1,60059.82,244.59,2,1765.82,25186.07
1765.82,111807.61,802.28,0,184713.54,348.51,1,1765.82,0
3814.85,29278.7,705.81,0,52676.64,377.62,2,1252.32,19031.16
1252.32,36665.74,858.12,0,55222.07,216.87,4,1252.32,27499.3
1765.82,36267.2,812.88,0,54373.92,381.96,2,1874.12,0
1874.12,35587.66,735.31,0,43765.57,306.62,2,1874.12,23131.98
4048.01,212871.73,760.34,0,384411.51,642.49,1,4048.01,91923.57
1918.2,36428.48,648.5,0,53694.5,372.68,4,1918.2,0
4405.98,167072.11,777.72,0,204983.36,536.7,1,4405.98,0
2087.45,171362.84,821.89,0,266732.87,661.46,4,2087.45,0
2233.59,39197.28,690.96,0,63225.26,389.37,4,2233.59,27438.1
4405.98,41118.88,602.64,0,67376.12,320.8,3,2588.56,0
2588.56,225156.98,860.71,0,250580.57,762.24,4,2588.56,180125.58
3188.74,136656.47,771.6,0,151375.3,591.17,4,3188.74,0
4148.21,119070.62,689.82,0,171826.51,458.31,1,4148.21,83349.43
2101.16,192744.26,820.56,0,292934.03,525.38,4,2101.16,0
4056.1,162553.87,644.99,0,182940.84,689.05,2,4056.1,0
6772.9,169821.35,721.43,0,223182.79,513,2,6772.9,118874.94
1750.07,102252.51,665.57,0,136766.47,413.03,3,1750.07,66464.13
4056.1,10344.96,829.2,0,12252.19,143.57,1,1863.03,6724.22
1863.03,42137.95,758.82,0,66919.43,481.3,1,1863.03,29496.56
2834.79,22150.94,701.19,0,27451.13,286.08,3,2834.79,14398.11
2188.05,79488.49,741.15,0,122692.52,448.82,2,2188.05,51667.52
1863.03,84819.02,665.66,0,146641.86,417.14,3,740.32,55132.36
2834.79,82897.31,670.77,0,156138.54,566.42,2,740.32,53883.25
740.32,42720.54,844.26,1,55257.3,163.18,3,740.32,32040.4
2802.92,135156.54,735.08,0,214389.27,500.72,1,2802.92,94609.58
2328.84,50296.06,635.28,0,76400.5,285.04,2,2328.84,0
2409.72,79037.61,706.8,0,99917.18,405.73,1,2409.72,55326.33
2802.92,153864.56,809.23,1,206184.58,430.66,2,3025.17,115398.42
2328.84,67819.61,817.53,0,115451.89,380.23,1,3025.17,54255.69
2409.72,44467.95,828.85,1,60695.33,211.69,2,3025.17,31127.56
3025.17,68968.51,681.27,0,79587.47,373.66,2,3025.17,48277.96
1859.96,114098.21,760.34,0,178418.67,577.78,4,1859.96,79868.75
2478.36,111985.57,688.5,0,147180.42,608.14,4,2478.36,78389.9
3133.67,67449.52,631.72,0,122668.53,638.66,1,3133.67,0
1859.96,103056.07,675.86,0,177690.76,728.33,3,2772.17,66986.45
2772.17,55698.61,615.01,0,102303.98,445.42,2,2772.17,0
2477.48,125773.12,844.17,0,183384.68,394.12,3,2477.48,88041.18
2223.2,46994.65,836.47,1,67064.41,252.43,4,2223.2,-999
2742.11,103303.84,859.97,0,126331.75,907.81,3,2742.11,72312.69
982.6,67346.37,737.36,1,97896.44,288.3,2,982.6,22330.68
2223.2,77884.42,724.32,0,118471.67,334.96,2,2700.74,50624.87
2700.74,24667.23,787.33,0,27785.99,305.21,2,2700.74,19733.78
962.2,22159.53,692.04,0,39335.13,239.47,3,962.2,15511.67
1180.24,67673.52,681.28,0,118090.74,351.14,3,1180.24,47371.46
2675.87,77824.81,669.18,0,122783.72,362.5,1,2675.87,50586.13
2765.18,32680.44,830.58,1,46746.2,153.18,1,2765.18,22876.31
6953.77,75725.41,604.71,0,136102.25,520.78,3,6953.77,0
1801.47,45847.22,812.68,0,69426.26,224.27,3,1801.47,34385.42
1939.42,63209.78,676.34,0,109358.9,339.62,1,1939.42,41086.36
1235.15,132259.9,659.98,0,154625.37,399.01,1,1235.15,92581.93
1818.15,27369.55,790.22,1,40969.24,137.83,2,1818.15,21895.64
2067.25,34807.09,595.67,0,42308.54,293.73,1,2067.25,0
3465.37,43536.06,832.85,0,79029.75,358.63,4,3465.37,0
1988.8,34249.19,672.9,0,48393.71,173.89,4,1988.8,0
3062.22,49946,676.95,1,60558.39,269.78,2,3062.22,34962.2
